"mat_code","mat_name","genres","mat_type","anio_prod"
"149468","KUNG FU HUSTLE","ACCIÓN - COMEDIA","LARGOMETRAJE","2004"
"149471","ANACONDA 3: OFFSPRING","ACCIÓN","LARGOMETRAJE","2008"
"149473","ARE WE DONE YET?","COMEDIA - DRAMA - FAMILIAR","LARGOMETRAJE","2007"
"149474","BACK UP PLAN, THE","COMEDIA - ROMANCE","LARGOMETRAJE","2010"
"149477","BRUNO","COMEDIA","LARGOMETRAJE","2009"
"149481","DID YOU HEAR ABOUT THE MORGANS","COMEDIA - DRAMA - ROMANCE","LARGOMETRAJE","2009"
"149485","EXORCISM OF EMILY ROSE, THE","TERROR","LARGOMETRAJE","2005"
"149488","IMAGINARIUM OF DOCTOR PARNASSUS, THE","AVENTURAS - FANTASÍA - SUSPENSO","LARGOMETRAJE","2009"
"149490","INTERNATIONAL,THE","ACCIÓN - DRAMA","LARGOMETRAJE","2009"
"149493","MADE OF HONOR","COMEDIA - ROMANCE","LARGOMETRAJE","2008"
"149494","MEN WHO STARE AT GOATS, THE","BÉLICA - COMEDIA","LARGOMETRAJE","2009"
"149496","MONSTER HOUSE","ANIMACIÓN - COMEDIA - FAMILIAR","LARGOMETRAJE","2006"
"149498","NATIONAL SECURITY","ACCIÓN - COMEDIA - POLICIAL","LARGOMETRAJE","2003"
"149499","NICK & NORA'S INFINITE PLAYLIST","COMEDIA - DRAMA - MÚSICA","LARGOMETRAJE","2008"
"149505","SEVEN POUNDS","DRAMA","LARGOMETRAJE","2008"
"149507","SILENT HILL","TERROR","LARGOMETRAJE","2006"
"149509","STUART LITTLE 3: CALL OF THE WILD (2006)","ANIMACIÓN - COMEDIA - FAMILIAR","LARGOMETRAJE","2005"
"149511","UGLY TRUTH, THE (2009)","COMEDIA - ROMANCE","LARGOMETRAJE","2009"
"149514","WALK HARD: THE DEWEY COX STORY","COMEDIA - MÚSICA","LARGOMETRAJE","2007"
"149515","WATER HORSE, THE (2007)","AVENTURAS - FAMILIAR - FANTASÍA","LARGOMETRAJE","2007"
"149518","YEAR ONE (2009)","AVENTURAS - COMEDIA","LARGOMETRAJE","2009"
"149520","ZOOM (2006)","ACCIÓN - AVENTURAS - FAMILIAR","LARGOMETRAJE","2006"
"149522","MONSTER HIGH: GREAT SCARRIER REEF","ANIMACIÓN","LARGOMETRAJE","2016"
"149530","STRETCH","ACCIÓN","LARGOMETRAJE","2014"
"149573","WE BARE BEARS","ANIMACIÓN - AVENTURAS - COMEDIA","SERIES","2015 - 2016 - 2018"
"149622","LORDS OF SALEM, THE","TERROR","LARGOMETRAJE","2012"
"149640","OUTPOST II: BLACK SUN","ACCIÓN","LARGOMETRAJE","2012"
"149641","OUTPOST III: RISE OF THE SPETSNAZ","ACCIÓN","LARGOMETRAJE","2013"
"568454","FILLERS ""IMPRACTICAL JOKERS""","COMEDIA","INSERTS / FILLERS SIN CONTRATO",
"2114200","MARRIED... WITH CHILDREN - Season 7","COMEDIA","SERIES","1992 - 1993"
"2119500","HOME SWEET HELL","SUSPENSO","LARGOMETRAJE","2015"
"2119700","THUNDERSTRUCK","COMEDIA","LARGOMETRAJE","2012"
"2127300","HOLLYWOOD ONE ON ONE 2017 ¿ 15 MIN","ENTRETENIMIENTO","SERIES","2017"
"2144800","DESCENDANTS 2","ACCIÓN - AVENTURAS","LARGOMETRAJE","2017"
"2145100","THAT'S MY BOY","COMEDIA","LARGOMETRAJE","2012"
"2100312","DIXIE Y LA REBELION ZOMBIE","ANIMACIÓN","LARGOMETRAJE","2014"
"2101033","DEATH AT A FUNERAL","COMEDIA","LARGOMETRAJE","2010"
"2101037","LEAFIE","ANIMACIÓN - AVENTURAS","LARGOMETRAJE","2011"
"2101045","CONFESSION OF MURDER","ACCIÓN","LARGOMETRAJE","2012"
"2101591","ANGIE TRIBECA - Season 1","COMEDIA","SERIES","2016"
"2101722","SNAKES ON A TRAIN","TERROR","LARGOMETRAJE","2006"
"2101723","BLOOD LAKE","TERROR","LARGOMETRAJE","2014"
"2101724","BATTLEDOGS","TERROR","LARGOMETRAJE","2013"
"2101729","SOCIOS POR ACCIDENTE 1","COMEDIA","LARGOMETRAJE","2014"
"2102643","2017 SCREEN ACTORS GUILD AWARDS, THE","ENTRETENIMIENTO","ESPECIAL/PROGRAM","2017"
"2102737","PLODDY, POLICE CAR ON THE CASE","ANIMACIÓN","LARGOMETRAJE","2013"
"2103039","MALA","POLICIAL - SUSPENSO","LARGOMETRAJE","2013"
"2103045","SUDOR FRIO","TERROR","LARGOMETRAJE","2010"
"2103046","PETER CAPUSOTTOY SUS TRES DIMENSIONES","COMEDIA","LARGOMETRAJE","2012"
"2103092","BAÑEROS 4: LOS ROMPEOLAS","COMEDIA","LARGOMETRAJE","2014"
"2103124","SOCIOS POR ACCIDENTE 2","ACCIÓN - COMEDIA","LARGOMETRAJE","2015"
"2103187","SAND SHARKS","TERROR","LARGOMETRAJE","2012"
"2103192","THE GOOD THE BAD AND THE DEAD","ACCIÓN","LARGOMETRAJE","2015"
"2103193","RODENCIA Y EL DIENTE DE LA PRINCESA","ANIMACIÓN - AVENTURAS","LARGOMETRAJE","2013"
"2103512","PETER CAPUSOTTO - Season 10","COMEDIA","SERIES","2015"
"2103516","CAPSULAS PETER CAPUSOTTO","COMEDIA","INSERTS / FILLERS",
"2104397","IMPRACTICAL JOKERS - Season 4","COMEDIA - ENTRETENIMIENTO - REALITY","SERIES","2015"
"2104655","EL MUNDO DESDE ABAJO - Season 4","COMEDIA","SERIES","2016"
"2104903","ASS BACKWARDS","AVENTURAS - COMEDIA","LARGOMETRAJE","2013"
"2104907","CUP, THE","DEPORTE - DRAMA","LARGOMETRAJE","2011"
"2104908","DEAD MAN DOWN","ACCIÓN - DRAMA - POLICIAL","LARGOMETRAJE","2013"
"2104911","FOODFIGHT!","ACCIÓN - ANIMACIÓN - COMEDIA","LARGOMETRAJE","2012"
"2104912","FREELOADERS","COMEDIA","LARGOMETRAJE","2012"
"2104914","GOON","COMEDIA - DEPORTE","LARGOMETRAJE","2011"
"2104915","GREAT GHOST RESCUE, THE","FAMILIAR - FANTASÍA - TERROR","LARGOMETRAJE","2011"
"2104916","HUMMINGBIRD AKA REDEMPTION","ACCIÓN - DRAMA - SUSPENSO","LARGOMETRAJE","2013"
"2104917","IMMIGRANT, THE","DRAMA","LARGOMETRAJE","2013"
"2104919","IRON SKY","ACCIÓN","LARGOMETRAJE","2012"
"2104922","KNIFE FIGHT","DRAMA","LARGOMETRAJE","2012"
"2104923","LETTER, THE","SUSPENSO","LARGOMETRAJE","2012"
"2104926","LIBERAL ARTS","COMEDIA","LARGOMETRAJE","2012"
"2104932","POOL BOYS","COMEDIA","LARGOMETRAJE","2009"
"2104937","SISTERS & BROTHERS","COMEDIA","LARGOMETRAJE","2011"
"2104939","SOFIA AKA ASSASSIN'S BULLET","ACCIÓN - DRAMA","LARGOMETRAJE","2012"
"2104941","VERY GOOD GIRLS","DRAMA - ROMANCE","LARGOMETRAJE","2013"
"2104942","WELCOME TO THE JUNGLE","ACCIÓN - AVENTURAS","LARGOMETRAJE","2013"
"2104943","ZERO DARK THIRTY","DRAMA - SUSPENSO","LARGOMETRAJE","2012"
"2105175","BROOKLYN NINE-NINE - Season 3","COMEDIA - POLICIAL","SERIES","2015"
"2105176","MINDY PROJECT, THE - Season 4","COMEDIA","SERIES","2015"
"2105233","ALWAYS WATCHING: A MARBLE HORNETS STORY","TERROR","LARGOMETRAJE","2015"
"2105248","OTTO IS A RHINO (aka Otto er et Nresehorn)","ANIMACIÓN - COMEDIA","LARGOMETRAJE","2013"
"2105333","LOS SUPERAGENTES: NUEVA GENERACION","AVENTURAS - COMEDIA","LARGOMETRAJE","2008"
"2105890","PSICONAUTAS","COMEDIA","SERIES","2016"
"2107034","RIDE ALONG","ACCIÓN - COMEDIA","LARGOMETRAJE","2014"
"2107035","ABOUT TIME","COMEDIA - DRAMA","LARGOMETRAJE","2013"
"2107036","ADMISSION","COMEDIA - DRAMA","LARGOMETRAJE","2013"
"2107039","ADVENTURER, THE: CURSE OF MIDAS BOX","AVENTURAS - FANTASÍA","LARGOMETRAJE","2014"
"2107040","CLOSED CIRCUIT","DRAMA - SUSPENSO","LARGOMETRAJE","2013"
"2107041","DEADLY GAME, THE","ACCIÓN - SUSPENSO","LARGOMETRAJE","2013"
"2107048","DESPICABLE ME 2","ANIMACIÓN - COMEDIA","LARGOMETRAJE","2013"
"2107052","ENDLESS LOVE","DRAMA - ROMANCE","LARGOMETRAJE","2014"
"2107053","WORLD'S END, THE","ACCIÓN - CIENCIA FICCIÓN - COMEDIA","LARGOMETRAJE","2013"
"2107054","BAD WORDS","COMEDIA - DRAMA","LARGOMETRAJE","2014"
"2107055","ALAN PARTRIDGE: THE MOVIE","COMEDIA","LARGOMETRAJE","2013"
"2107057","DISCONNECT","DRAMA - SUSPENSO","LARGOMETRAJE","2013"
"2107058","FRANKIE & ALICE","DRAMA","LARGOMETRAJE","2014"
"2107059","BEST MAN HOLIDAY, THE","COMEDIA","LARGOMETRAJE","2013"
"2107060","AMOUR ET TURBULENCES","COMEDIA - ROMANCE","LARGOMETRAJE","2013"
"2107067","AMERICAN GIRL: MCKENNA SHOOTS FOR THE ST","FAMILIAR","LARGOMETRAJE","2012"
"2107068","AMERICAN GIRL: SAIGE PAINTS THE SKY","FAMILIAR","LARGOMETRAJE","2013"
"2107069","SALTING THE BATTLEFIELD","ACCIÓN - DRAMA","LARGOMETRAJE","2014"
"2107074","MONKEY'S PAW, THE","TERROR","LARGOMETRAJE","2013"
"2107075","NOT SAFE FOR WORK","SUSPENSO","LARGOMETRAJE","2014"
"2107077","ARRANGEMENT, THE","DRAMA","LARGOMETRAJE","2013"
"2107078","BENEATH","TERROR","LARGOMETRAJE","2013"
"2107079","MURDER ON THE HOME FRONT","SUSPENSO","LARGOMETRAJE","2013"
"2107080","7:39, THE","ROMANCE","LARGOMETRAJE","2013"
"2107081","UNDERGROUND: THE JULIAN ASSANGE STORY","DRAMA","LARGOMETRAJE","2012"
"2107928","OZ: THE GREAT AND POWERFUL [3D]","AVENTURAS - FAMILIAR - FANTASÍA","LARGOMETRAJE","2013"
"2107931","ODD LIFE OF TIMOTHY GREEN, THE","COMEDIA - DRAMA - FAMILIAR","LARGOMETRAJE","2012"
"2107933","DELIVERY MAN","COMEDIA - DRAMA","LARGOMETRAJE","2013"
"2107935","SPECTACULAR NOW, THE","COMEDIA - DRAMA - ROMANCE","LARGOMETRAJE","2013"
"2107936","EMPEROR","AVENTURAS - DRAMA","LARGOMETRAJE","2013"
"2107937","FIFTH ESTATE, THE","BIOGRAFÍA - SUSPENSO","LARGOMETRAJE","2013"
"2107938","ROMEO & JULIET","DRAMA - ROMANCE","LARGOMETRAJE","2013"
"2107939","AFTERSHOCK","ACCIÓN","LARGOMETRAJE","2012"
"2107940","CBGB","DRAMA - MÚSICA","LARGOMETRAJE","2013"
"2107942","SOLO PARA DOS (FKA: TU BIKINI EN MI MALETA)","COMEDIA","LARGOMETRAJE","2013"
"2107943","DOS MAS DOS","COMEDIA","LARGOMETRAJE","2012"
"2107944","DIAS DE VINILO","COMEDIA","LARGOMETRAJE","2012"
"2107946","SELKIRK, EL VERDADERO ROBINSON CRUSOE","ANIMACIÓN - FAMILIAR","LARGOMETRAJE","2012"
"2107951","WIND RISES, THE ( ANIMATED) [JAPAN]","ANIMACIÓN - BIOGRAFÍA","LARGOMETRAJE","2013"
"2107952","BHAAG MILKHA BHAAG (AKA. RUNNER)","ACCIÓN - BIOGRAFÍA","LARGOMETRAJE","2013"
"2107955","CUENTO CHINO, UN (AKA: CHINESE TAKE-OUT)","COMEDIA - DRAMA","LARGOMETRAJE","2011"
"2107957","PELEA DE MI VIDA, LA","DEPORTE - FAMILIAR","LARGOMETRAJE","2012"
"2108149","ASTRONAUT WIVES CLUB","DRAMA","SERIES","2015"
"2108163","THE WAY","AVENTURAS - COMEDIA","LARGOMETRAJE","2010"
"2108179","42","BIOGRAFÍA - DEPORTE - DRAMA","LARGOMETRAJE","2013"
"2108180","CAMPAIGN, THE","COMEDIA","LARGOMETRAJE","2012"
"2108181","DARK SHADOWS, THE","COMEDIA - TERROR","LARGOMETRAJE","2012"
"2108183","KRYPTONITA","ACCIÓN","LARGOMETRAJE","2015"
"2108186","GANGSTER SQUAD","ACCIÓN - DRAMA","LARGOMETRAJE","2013"
"2108187","ROCK OF AGES","COMEDIA - DRAMA - MUSICAL - ROMANCE","LARGOMETRAJE","2012"
"2108188","TROUBLE WITH THE CURVE","DRAMA","LARGOMETRAJE","2012"
"2108189","INCREDIBLE BURT WONDERSTONE, THE","COMEDIA - ROMANCE","LARGOMETRAJE","2013"
"2108194","BLACK GOLD","AVENTURAS - DRAMA","LARGOMETRAJE","2011"
"2108204","CHRISTMAS STORY 2, A","COMEDIA - FAMILIAR","LARGOMETRAJE","2012"
"2108945","THOSE WHO CAN'T - Season 1","COMEDIA","SERIES","2016"
"2110509","POKEMON - MOVIE S18","ANIMACIÓN","LARGOMETRAJE","2015"
"2111124","BARBIE: DREAMTOPIA","ANIMACIÓN - FANTASÍA","LARGOMETRAJE","2016"
"2111582","ALL CHEERLEADERS DIE","TERROR","LARGOMETRAJE","2013"
"2111591","RAZE","TERROR","LARGOMETRAJE","2013"
"2113353","TRU INSIDE -  Season 1","COMEDIA - DOCUMENTAL","DOCUMENTAL SERIADO","2016"
"2114128","DETOUR, THE - Season 1","COMEDIA","SERIES","2016"
"2114131","GOOD LUCK CHUCK","COMEDIA","LARGOMETRAJE","2007"
"2114133","ANACONDAS: TRAIL OF BLOOD","ACCIÓN","LARGOMETRAJE","2009"
"2114134","EAT PRAY LOVE","DRAMA - ROMANCE","LARGOMETRAJE","2010"
"2114142","GUARD, THE","COMEDIA","LARGOMETRAJE","2011"
"2114145","HOW DO YOU KNOW","COMEDIA - ROMANCE","LARGOMETRAJE","2010"
"2114148","HANNA (2011)","ACCIÓN - DRAMA - SUSPENSO","LARGOMETRAJE","2011"
"2114149","BAD TEACHER (2011)","COMEDIA","LARGOMETRAJE","2011"
"2114182","THE NANNY - Season 1","COMEDIA - FAMILIAR - ROMANCE","SERIES","1993 - 1994"
"2114183","THE NANNY - Season 2","COMEDIA - FAMILIAR - ROMANCE","SERIES","1994 - 1995"
"2114184","THE NANNY - Season 3","COMEDIA - FAMILIAR - ROMANCE","SERIES","1995 - 1996"
"2114186","THE NANNY - Season 4","COMEDIA - FAMILIAR - ROMANCE","SERIES","1996 - 1997"
"2114188","THE NANNY - Season 5","COMEDIA - FAMILIAR - ROMANCE","SERIES","1997 - 1998"
"2114189","THE NANNY - SEASON 6","COMEDIA - FAMILIAR - ROMANCE","SERIES","1998 - 1999"
"2114191","MARRIED... WITH CHILDREN - Season 2","COMEDIA","SERIES","1988"
"2114192","MARRIED... WITH CHILDREN - Season 3","COMEDIA","SERIES","1989"
"2114193","MARRIED... WITH CHILDREN - Season 4","COMEDIA","SERIES","1990"
"2114194","MARRIED... WITH CHILDREN - Season 5","COMEDIA","SERIES","1990 - 1991"
"2114196","MARRIED... WITH CHILDREN - Season 6","COMEDIA","SERIES","1991 - 1992"
"2114201","MARRIED... WITH CHILDREN - Season 8","COMEDIA","SERIES","1995"
"2114207","CHERRY TREE","TERROR","LARGOMETRAJE","2015"
"2114210","WE ARE STILL HERE","TERROR","LARGOMETRAJE","2015"
"2114343","ANGIE TRIBECA - Season 2","COMEDIA","SERIES","2016"
"2114344","WRECKED - Season 1","COMEDIA","SERIES","2016"
"2114387","JULIE & JULIA","ROMANCE","LARGOMETRAJE","2009"
"2114388","EASY A","COMEDIA - ROMANCE","LARGOMETRAJE","2010"
"2114389","OTHER GUYS, THE","ACCIÓN - COMEDIA","LARGOMETRAJE","2010"
"2114390","TOURIST, THE","ACCIÓN - ROMANCE","LARGOMETRAJE","2010"
"2114391","TAKERS (2010)","ACCIÓN","LARGOMETRAJE","2010"
"2114392","FRIENDS WITH BENEFITS","COMEDIA - ROMANCE","LARGOMETRAJE","2011"
"2115124","THE HOARDER","TERROR","LARGOMETRAJE","2015"
"2115135","HOWL","TERROR","LARGOMETRAJE","2015"
"2115528","RED SKY","ACCIÓN","LARGOMETRAJE","2014"
"2115986","IMPRACTICAL JOKERS - Season 5","COMEDIA - REALITY","SERIES","2016"
"2116274","SEARCH PARTY Season 1","COMEDIA","SERIES","2016"
"2117176","PAPA SE VOLVIO LOCO","COMEDIA - FAMILIAR","LARGOMETRAJE","2005"
"2117177","INCORREGIBLES","ACCIÓN","LARGOMETRAJE","2007"
"2117607","ICEMAN","ACCIÓN","LARGOMETRAJE","2014"
"2117972","VIGILANTES","COMEDIA","SERIES","2016"
"2118277","PETER CAPUSOTTO - Season 11","COMEDIA","SERIES","2016"
"2118704","NAFTA SUPER - Season 1","ACCIÓN","SERIES","2016"
"2118705","RICK & MORTY - Season 2","ANIMACIÓN","SERIES","2015"
"2119416","CHRONICLES OF NARNIA: PRINCE CASPIAN","AVENTURAS - FAMILIAR","LARGOMETRAJE","2008"
"2119417","GAME PLAN, THE","COMEDIA - FAMILIAR","LARGOMETRAJE","2007"
"2119420","ULTIMATE LIFE, THE","DRAMA - ROMANCE","LARGOMETRAJE","2013"
"2119428","OBVIOUS CHILD","COMEDIA - DRAMA - ROMANCE","LARGOMETRAJE","2014"
"2119432","SAVING MR. BANKS","BIOGRAFÍA - COMEDIA","LARGOMETRAJE","2013"
"2119433","MUPPETS MOST WANTED","AVENTURAS - COMEDIA","LARGOMETRAJE","2014"
"2119437","HUNDRED-FOOT JOURNEY, THE","COMEDIA - DRAMA","LARGOMETRAJE","2014"
"2119441","MY OLD LADY","COMEDIA - DRAMA - ROMANCE","LARGOMETRAJE","2014"
"2119442","TRIP TO ITALY, THE","COMEDIA","LARGOMETRAJE","2014"
"2119443","SELMA","BIOGRAFÍA - DRAMA","LARGOMETRAJE","2014"
"2119447","BEARS","DOCUMENTAL","LARGOMETRAJE","2014"
"2119449","MILLION DOLLAR ARM","BIOGRAFÍA - DEPORTE","LARGOMETRAJE","2014"
"2119452","DEAR WHITE PEOPLE","COMEDIA","LARGOMETRAJE","2014"
"2119453","HECTOR AND THE SEARCH FOR HAPPINESS","AVENTURAS - COMEDIA - DRAMA","LARGOMETRAJE","2014"
"2119456","LOST - Season 5","DRAMA","SERIES","2009"
"2119457","LOST - Season 6","DRAMA","SERIES","2010"
"2119480","HEAVEN IS FOR REAL","BIOGRAFÍA - DRAMA - FAMILIAR","LARGOMETRAJE","2014"
"2119481","THINK LIKE A MAN TOO","COMEDIA - ROMANCE","LARGOMETRAJE","2014"
"2119484","ABOUT LAST NIGHT","COMEDIA - ROMANCE","LARGOMETRAJE","2014"
"2119485","MOMS' NIGHT OUT","COMEDIA","LARGOMETRAJE","2014"
"2119486","SKELETON TWINS, THE","COMEDIA","LARGOMETRAJE","2014"
"2119487","GRAND SEDUCTION, THE","COMEDIA","LARGOMETRAJE","2013"
"2119490","GIMME SHELTER","DRAMA","LARGOMETRAJE","2013"
"2119494","50 TO 1","DEPORTE - DRAMA","LARGOMETRAJE","2014"
"2119496","SONG, THE","DRAMA - ROMANCE","LARGOMETRAJE","2014"
"2119498","FINAL GIRLS, THE","TERROR","LARGOMETRAJE","2015"
"2119697","WINTER'S TALE","DRAMA - ROMANCE","LARGOMETRAJE","2014"
"2119699","VERONICA MARS","DRAMA","LARGOMETRAJE","2014"
"2119812","LOST - Season 1","DRAMA","SERIES","2004"
"2119813","ADULT BEGINNERS","COMEDIA","LARGOMETRAJE","2015"
"2119814","LOST - Season 2","DRAMA","SERIES","2005"
"2119816","ANOMALY","ACCIÓN","LARGOMETRAJE","2014"
"2119818","LOST - Season 4","DRAMA","SERIES","2008"
"2119819","BLACKHAT","POLICIAL","LARGOMETRAJE","2015"
"2119820","BOXTROLLS, THE","ANIMACIÓN - AVENTURAS","LARGOMETRAJE","2014"
"2119821","CUBAN FURY","COMEDIA - ROMANCE","LARGOMETRAJE","2013"
"2119826","GET SANTA","COMEDIA - FAMILIAR","LARGOMETRAJE","2014"
"2119830","LOW DOWN","BIOGRAFÍA - MUSICAL","LARGOMETRAJE","2014"
"2119832","MERRY CHRISTMAS MIRACLE, A","COMEDIA - FAMILIAR","LARGOMETRAJE","2014"
"2119834","NORTHERN SOUL","DRAMA - MÚSICA","LARGOMETRAJE","2014"
"2119837","STEP UP: ALL IN","MUSICAL - ROMANCE","LARGOMETRAJE","2014"
"2119838","YELLOWBIRD","ANIMACIÓN - AVENTURAS","LARGOMETRAJE","2014"
"2119843","DRACULA UNTOLD","ACCIÓN - FANTASÍA - TERROR","LARGOMETRAJE","2014"
"2119844","GET ON UP","BIOGRAFÍA - DRAMA","LARGOMETRAJE","2014"
"2119845","GLADIATORS OF ROME","ANIMACIÓN - AVENTURAS - COMEDIA","LARGOMETRAJE","2012"
"2119847","HUNDRED YEAR OLD MAN WHO JUMPED OUT THE WINDOW...","COMEDIA","LARGOMETRAJE","2013"
"2119848","LAST OF ROBIN HOOD, THE","ROMANCE","LARGOMETRAJE","2013"
"2119851","MILLION WAYS TO DIE IN THE WEST, A","COMEDIA - WESTERN","LARGOMETRAJE","2014"
"2119864","POWDER ROOM, THE","COMEDIA","LARGOMETRAJE","2013"
"2119865","SVENGALI","COMEDIA - MUSICAL","LARGOMETRAJE","2014"
"2119866","BEETHOVEN'S TREASURE TAIL","COMEDIA - FAMILIAR","LARGOMETRAJE","2014"
"2119871","HOW MURRAY SAVED CHRISTMAS","ANIMACIÓN","LARGOMETRAJE","2014"
"2119873","RACING HEARTS","DRAMA - ROMANCE","LARGOMETRAJE","2014"
"2120041","TOM AND JERRY: THE MOVIE","ANIMACIÓN - FAMILIAR - INFANTIL","LARGOMETRAJE","1992"
"2120315","LA CASA DEL FIN DE LOS TIEMPOS","TERROR","LARGOMETRAJE","2013"
"2120324","THE PACK","TERROR","LARGOMETRAJE","2015"
"2120325","HWAYI: A MONSTER BOY","ACCIÓN","LARGOMETRAJE","2013"
"2120326","WILD CITY","ACCIÓN","LARGOMETRAJE","2015"
"2120327","TRIAD WARS","ACCIÓN","LARGOMETRAJE","2008"
"2120545","DEADLINE GALLIPOLI","DRAMA","SERIES","2015"
"2120965","OLD FASHIONED","ROMANCE","LARGOMETRAJE","2014"
"2120966","WHEN MARNIE WAS THERE","ANIMACIÓN","LARGOMETRAJE","2015"
"2120967","LOITERING WITH INTENT (AKA FLIRTING WITH LOVE)","COMEDIA","LARGOMETRAJE","2014"
"2120969","EL CRITICO","COMEDIA - DRAMA - ROMANCE","LARGOMETRAJE","2013"
"2120970","PAPELES EN EL VIENTO","COMEDIA - DRAMA","LARGOMETRAJE","2015"
"2120971","VOLEY","COMEDIA","LARGOMETRAJE","2014"
"2121885","BUGS 3D","TERROR","LARGOMETRAJE","2014"
"2121886","WHAT WE BECAME","TERROR","LARGOMETRAJE","2015"
"2121888","THE EVIL IN US","TERROR","LARGOMETRAJE","2016"
"2121889","SCREAM WEEK","SUSPENSO","LARGOMETRAJE","2016"
"2123115","BROOKLYN NINE-NINE - Season 4","COMEDIA - POLICIAL","SERIES","2016"
"2123368","SHARKNADO 2","TERROR","LARGOMETRAJE","2014"
"2123369","SHARKNADO 3","TERROR","LARGOMETRAJE","2015"
"2123383","MINDY PROJECT, THE - Season 5","COMEDIA","SERIES","2016"
"2124748","EL MUNDO DESDE ABAJO - Season 5","COMEDIA - ENTRETENIMIENTO - ENTREVISTAS","SERIES","2017"
"2124749","EL MUNDO DESDE ABAJO - Season 6","ENTRETENIMIENTO - ENTREVISTAS","SERIES","2017"
"2126057","THOSE WHO CAN'T - Season 2","COMEDIA","SERIES","2016"
"2126648","DETOUR, THE - Season 2","COMEDIA","SERIES","2016"
"2127298","TNT BUZZ - Season 6","ENTRETENIMIENTO","SERIES","2017 - 2018"
"2127388","LOCOS SUELTOS EN EL ZOO","AVENTURAS - COMEDIA","LARGOMETRAJE","2015"
"2128043","ANGIE TRIBECA - Season 3","COMEDIA","SERIES","2017"
"2130760","WRECKED - Season 2","COMEDIA","SERIES","2017"
"2130960","MISTER PICKLES - Season 2","ANIMACIÓN","SERIES","2016"
"2131253","I'M SORRY - Season 1","COMEDIA","SERIES","2017"
"2131257","THOSE WHO CAN'T - Season 3","COMEDIA","SERIES","2017"
"2131863","ARTHUR CHRISTMAS","ANIMACIÓN - AVENTURAS - COMEDIA","LARGOMETRAJE","2011"
"2131865","JACK AND JILL","COMEDIA","LARGOMETRAJE","2011"
"2131867","LITTLE MAN","COMEDIA","LARGOMETRAJE","2006"
"2131875","BEYOND THE MASK","ACCIÓN","LARGOMETRAJE","2015"
"2131879","THE D TRAIN","COMEDIA","LARGOMETRAJE","2015"
"2131881","DOPE","COMEDIA","LARGOMETRAJE","2015"
"2131883","THE END OF THE TOUR","BIOGRAFÍA","LARGOMETRAJE","2015"
"2131889","THE INTERVIEW","ACCIÓN - COMEDIA","LARGOMETRAJE","2014"
"2131892","MR. HOLMES","DRAMA - SUSPENSO","LARGOMETRAJE","2015"
"2131895","PREDESTINATION","CIENCIA FICCIÓN","LARGOMETRAJE","2014"
"2131897","TESTAMENT OF YOUTH","BIOGRAFÍA","LARGOMETRAJE","2014"
"2131901","THE WEDDING RINGER","COMEDIA","LARGOMETRAJE","2015"
"2131902","CENTER STAGE: ON POINTE","MÚSICA","LARGOMETRAJE","2016"
"2131907","AMERICAN HUSTLE","DRAMA","LARGOMETRAJE","2013"
"2131912","SEX TAPE","COMEDIA","LARGOMETRAJE","2014"
"2132153","A WALK IN THE WOODS","AVENTURAS","LARGOMETRAJE","2015"
"2132204","ALEXANDER AND THE TERRIBLE, HORRIBLE, NO GOOD, VERY BAD DAY","COMEDIA - FAMILIAR","LARGOMETRAJE","2014"
"2132207","BIG STONE GAP","COMEDIA","LARGOMETRAJE","2014"
"2132208","BROOKLYN","DRAMA","LARGOMETRAJE","2015"
"2132212","EL ESPEJO DE LOS OTROS","COMEDIA","LARGOMETRAJE","2015"
"2132214","FRANCISCO","BIOGRAFÍA","LARGOMETRAJE","2015"
"2132222","LAS INSOLADAS","COMEDIA","LARGOMETRAJE","2014"
"2132223","LAST FIVE YEARS","MUSICAL","LARGOMETRAJE","2014"
"2132228","MONKEY KINGDOM","DOCUMENTAL","LARGOMETRAJE","2015"
"2132230","ONCE I WAS A BEEHIVE","COMEDIA","LARGOMETRAJE","2015"
"2132232","STRANGE MAGIC","ANIMACIÓN","LARGOMETRAJE","2015"
"2132233","THE COKEVILLE MIRACLE","DRAMA","LARGOMETRAJE","2015"
"2132234","THE FINEST HOURS","ACCIÓN","LARGOMETRAJE","2016"
"2132235","THE GAMES MAKER","AVENTURAS","LARGOMETRAJE","2014"
"2132588","ACCIDENTAL LOVE","COMEDIA - ROMANCE","LARGOMETRAJE","2015"
"2132589","ALBERT","ANIMACIÓN","LARGOMETRAJE","2015"
"2132595","KILL ME THREE TIMES","SUSPENSO","LARGOMETRAJE","2014"
"2132603","SISTERS","COMEDIA","LARGOMETRAJE","2015"
"2132604","SWORD OF VENGEANCE","ACCIÓN","LARGOMETRAJE","2015"
"2132605","THE BOY","DRAMA","LARGOMETRAJE","2015"
"2132607","THE OVERNIGHT","COMEDIA","LARGOMETRAJE","2015"
"2132611","TRAINWRECK","COMEDIA","LARGOMETRAJE","2015"
"2132622","WELCOME TO ME","COMEDIA","LARGOMETRAJE","2015"
"2132627","HAIL, CAESAR!","COMEDIA","LARGOMETRAJE","2016"
"2132635","THE BOSS","COMEDIA","LARGOMETRAJE","2016"
"2132651","JENNIFER LOPEZ: DANCE AGAIN","DOCUMENTAL - MUSICAL","LARGOMETRAJE","2014"
"2133736","ENTOURAGE","COMEDIA","LARGOMETRAJE","2015"
